,date,product
29,2019-07-28 10:44:06,ice cream
20,2019-07-28 10:48:06,soda
66,2019-07-28 10:51:21,coffee
23,2019-07-28 10:56:12,coffee
33,2019-07-28 10:56:21,coffee
50,2019-07-28 10:56:35,coffee
55,2019-07-28 10:57:15,ice cream
8,2019-07-28 11:02:36,coffee
69,2019-07-28 11:03:06,coffee
35,2019-07-28 11:03:54,ice cream
72,2019-07-28 11:06:10,coffee
96,2019-07-28 11:07:52,coffee
32,2019-07-28 11:11:27,ice cream
9,2019-07-28 11:21:05,soda
36,2019-07-28 11:21:24,coffee
60,2019-07-28 11:22:36,soda
28,2019-07-28 11:23:31,ice cream
0,2019-07-28 11:25:23,soda
45,2019-07-28 11:26:47,ice cream
94,2019-07-28 11:27:55,ice cream
47,2019-07-28 11:29:15,hot chocolate
90,2019-07-28 11:30:19,ice cream
76,2019-07-28 11:32:52,coffee
21,2019-07-28 11:37:00,ice cream
65,2019-07-28 11:39:05,soda
20,2019-07-28 11:43:00,hot chocolate
48,2019-07-28 11:43:20,soda
40,2019-07-28 11:43:55,soda
25,2019-07-28 11:45:31,coffee
24,2019-07-28 11:50:15,soda
10,2019-07-28 11:50:48,soda
4,2019-07-28 11:53:00,coffee
47,2019-07-28 11:54:04,ice cream
63,2019-07-28 11:54:42,coffee
67,2019-07-28 11:59:13,ice cream
90,2019-07-28 12:05:45,coffee
61,2019-07-28 12:06:16,ice cream
0,2019-07-28 12:07:08,hot chocolate
30,2019-07-28 12:08:04,hot chocolate
46,2019-07-28 12:10:21,hot chocolate
56,2019-07-28 12:10:37,soda
97,2019-07-28 12:11:47,coffee
6,2019-07-28 12:12:56,coffee
15,2019-07-28 12:13:34,coffee
33,2019-07-28 12:13:41,soda
14,2019-07-28 12:13:54,coffee
31,2019-07-28 12:14:53,hot chocolate
6,2019-07-28 12:16:08,soda
50,2019-07-28 12:18:53,hot chocolate
87,2019-07-28 12:19:45,ice cream
22,2019-07-28 12:20:57,ice cream
77,2019-07-28 12:25:10,coffee
41,2019-07-28 12:26:21,ice cream
35,2019-07-28 12:27:34,soda
78,2019-07-28 12:27:57,coffee
42,2019-07-28 12:37:34,ice cream
17,2019-07-28 12:40:27,hot chocolate
20,2019-07-28 12:45:44,ice cream
81,2019-07-28 12:48:57,ice cream
58,2019-07-28 12:50:31,ice cream
13,2019-07-28 12:51:17,ice cream
44,2019-07-28 12:52:41,coffee
34,2019-07-28 12:52:57,hot chocolate
18,2019-07-28 12:53:27,ice cream
12,2019-07-28 12:55:21,ice cream
43,2019-07-28 12:56:18,hot chocolate
36,2019-07-28 13:08:02,ice cream
41,2019-07-28 13:08:08,hot chocolate
46,2019-07-28 13:12:13,coffee
2,2019-07-28 13:13:45,soda
79,2019-07-28 13:13:49,ice cream
39,2019-07-28 13:14:49,hot chocolate
75,2019-07-28 13:15:34,coffee
85,2019-07-28 13:19:47,ice cream
26,2019-07-28 13:19:53,hot chocolate
38,2019-07-28 13:21:52,hot chocolate
54,2019-07-28 13:22:05,hot chocolate
2,2019-07-28 13:26:27,ice cream
40,2019-07-28 13:27:38,ice cream
32,2019-07-28 13:28:23,soda
71,2019-07-28 13:29:10,ice cream
86,2019-07-28 13:29:36,coffee
69,2019-07-28 13:31:29,ice cream
102,2019-07-28 13:31:38,coffee
43,2019-07-28 13:34:39,soda
6,2019-07-28 13:34:58,ice cream
59,2019-07-28 13:35:02,ice cream
28,2019-07-28 13:35:48,hot chocolate
1,2019-07-28 13:36:41,hot chocolate
80,2019-07-28 13:41:44,ice cream
49,2019-07-28 13:44:49,ice cream
55,2019-07-28 13:45:50,soda
37,2019-07-28 13:48:21,ice cream
14,2019-07-28 13:50:17,soda
19,2019-07-28 13:51:00,ice cream
92,2019-07-28 13:56:52,ice cream
82,2019-07-28 13:57:19,ice cream
16,2019-07-28 13:57:53,hot chocolate
42,2019-07-28 13:58:18,hot chocolate
21,2019-07-28 13:59:20,hot chocolate
63,2019-07-28 14:03:17,ice cream
74,2019-07-28 14:16:14,coffee
39,2019-07-28 14:18:18,ice cream
41,2019-07-28 14:19:18,soda
40,2019-07-28 14:19:38,hot chocolate
44,2019-07-28 14:22:24,hot chocolate
26,2019-07-28 14:22:33,ice cream
47,2019-07-28 14:25:13,coffee
38,2019-07-28 14:27:41,soda
33,2019-07-28 14:30:21,hot chocolate
85,2019-07-28 14:33:57,coffee
61,2019-07-28 14:33:58,coffee
17,2019-07-28 14:36:19,soda
28,2019-07-28 14:40:31,coffee
4,2019-07-28 14:41:07,hot chocolate
2,2019-07-28 14:41:30,coffee
70,2019-07-28 14:43:49,ice cream
22,2019-07-28 14:58:47,soda
14,2019-07-28 15:00:21,ice cream
68,2019-07-28 15:01:11,ice cream
19,2019-07-28 15:05:04,soda
0,2019-07-28 15:07:02,ice cream
11,2019-07-28 15:09:21,coffee
100,2019-07-28 15:22:37,coffee
73,2019-07-28 15:24:40,ice cream
48,2019-07-28 15:28:49,hot chocolate
36,2019-07-28 15:33:49,hot chocolate
35,2019-07-28 15:35:36,hot chocolate
78,2019-07-28 15:35:54,ice cream
95,2019-07-28 15:37:44,coffee
49,2019-07-28 15:37:52,hot chocolate
15,2019-07-28 15:38:04,hot chocolate
70,2019-07-28 15:39:28,coffee
60,2019-07-28 15:39:29,coffee
54,2019-07-28 15:42:21,soda
42,2019-07-28 15:45:00,soda
62,2019-07-28 15:48:47,soda
37,2019-07-28 15:49:03,hot chocolate
76,2019-07-28 15:51:11,ice cream
18,2019-07-28 15:54:30,coffee
52,2019-07-28 15:57:01,hot chocolate
57,2019-07-28 15:57:47,ice cream
46,2019-07-28 15:58:33,soda
5,2019-07-28 15:59:31,ice cream
3,2019-07-28 16:02:02,ice cream
72,2019-07-28 16:03:05,ice cream
86,2019-07-28 16:03:28,ice cream
51,2019-07-28 16:05:43,hot chocolate
38,2019-07-28 16:05:43,coffee
50,2019-07-28 16:05:55,ice cream
32,2019-07-28 16:07:11,hot chocolate
13,2019-07-28 16:08:04,hot chocolate
62,2019-07-28 16:08:26,coffee
56,2019-07-28 16:08:57,ice cream
34,2019-07-28 16:09:03,ice cream
17,2019-07-28 16:10:36,ice cream
10,2019-07-28 16:20:19,hot chocolate
53,2019-07-28 16:25:27,ice cream
16,2019-07-28 16:27:42,coffee
5,2019-07-28 16:34:35,soda
14,2019-07-28 16:36:51,hot chocolate
87,2019-07-28 16:37:24,coffee
22,2019-07-28 16:41:08,hot chocolate
5,2019-07-28 16:53:57,hot chocolate
3,2019-07-28 16:54:06,hot chocolate
30,2019-07-28 16:55:02,ice cream
51,2019-07-28 17:00:25,ice cream
9,2019-07-28 17:02:50,hot chocolate
45,2019-07-28 17:07:31,hot chocolate
93,2019-07-28 17:13:36,ice cream
55,2019-07-28 17:18:10,hot chocolate
7,2019-07-28 17:20:28,ice cream
21,2019-07-28 17:21:04,coffee
88,2019-07-28 17:22:50,ice cream
2,2019-07-28 17:22:52,hot chocolate
8,2019-07-28 17:23:52,soda
45,2019-07-28 17:23:53,coffee
16,2019-07-28 17:25:44,ice cream
8,2019-07-28 17:27:06,ice cream
4,2019-07-28 17:30:34,ice cream
27,2019-07-28 17:36:49,hot chocolate
9,2019-07-28 17:39:30,ice cream
74,2019-07-28 17:40:14,ice cream
38,2019-07-28 17:40:17,ice cream
59,2019-07-28 17:42:40,coffee
84,2019-07-28 17:43:14,ice cream
83,2019-07-28 17:46:17,ice cream
15,2019-07-28 17:53:13,ice cream
1,2019-07-28 18:01:43,ice cream
11,2019-07-28 18:03:44,hot chocolate
19,2019-07-28 18:07:58,hot chocolate
25,2019-07-28 18:14:00,ice cream
18,2019-07-28 18:19:38,hot chocolate
31,2019-07-28 18:24:54,ice cream
11,2019-07-28 18:25:18,soda
1,2019-07-28 18:30:08,soda
7,2019-07-28 18:48:13,hot chocolate
44,2019-07-28 18:58:50,ice cream
65,2019-07-28 18:59:06,ice cream
23,2019-07-31 08:02:43,coffee
134,2019-07-31 08:09:07,coffee
158,2019-07-31 08:10:08,coffee
31,2019-07-31 08:10:20,soda
148,2019-07-31 08:10:49,coffee
111,2019-07-31 08:10:55,coffee
18,2019-07-31 08:23:58,coffee
3,2019-07-31 08:27:43,coffee
20,2019-07-31 08:28:38,soda
100,2019-07-31 08:28:53,coffee
31,2019-07-31 08:32:17,coffee
107,2019-07-31 08:32:18,coffee
78,2019-07-31 08:35:47,coffee
6,2019-07-31 08:36:17,coffee
23,2019-07-31 08:38:34,soda
108,2019-07-31 08:38:35,coffee
154,2019-07-31 08:44:44,coffee
51,2019-07-31 08:46:06,coffee
75,2019-07-31 08:46:14,coffee
45,2019-07-31 08:48:49,coffee
19,2019-07-31 09:06:26,coffee
58,2019-07-31 09:08:05,coffee
33,2019-07-31 09:10:23,coffee
3,2019-07-31 09:13:17,soda
145,2019-07-31 09:14:01,coffee
105,2019-07-31 09:18:00,coffee
77,2019-07-31 09:21:00,coffee
17,2019-07-31 09:22:38,coffee
48,2019-07-31 09:27:51,coffee
2,2019-07-31 09:31:07,soda
81,2019-07-31 09:32:24,coffee
54,2019-07-31 09:33:01,coffee
64,2019-07-31 09:35:15,coffee
147,2019-07-31 09:44:54,coffee
96,2019-07-31 09:48:12,coffee
138,2019-07-31 09:50:49,coffee
22,2019-07-31 09:52:47,soda
129,2019-07-31 09:59:10,coffee
155,2019-07-31 10:03:44,coffee
110,2019-07-31 10:07:57,coffee
90,2019-07-31 10:10:10,coffee
132,2019-07-31 10:11:12,coffee
162,2019-07-31 10:16:55,coffee
13,2019-07-31 10:21:07,soda
113,2019-07-31 10:21:19,coffee
10,2019-07-31 10:23:43,soda
39,2019-07-31 10:25:08,coffee
67,2019-07-31 10:28:39,coffee
32,2019-07-31 10:33:08,soda
72,2019-07-31 10:41:25,coffee
53,2019-07-31 10:53:19,coffee
50,2019-07-31 10:56:31,coffee
121,2019-07-31 10:56:53,coffee
143,2019-07-31 10:59:23,coffee
57,2019-07-31 11:04:12,coffee
164,2019-07-31 11:10:41,coffee
88,2019-07-31 11:14:05,coffee
159,2019-07-31 11:14:20,coffee
84,2019-07-31 11:19:58,coffee
104,2019-07-31 11:20:31,coffee
98,2019-07-31 11:27:11,coffee
94,2019-07-31 11:29:46,coffee
7,2019-07-31 11:33:59,soda
28,2019-07-31 11:43:31,soda
130,2019-07-31 11:43:45,coffee
6,2019-07-31 11:43:51,ice cream
30,2019-07-31 11:45:45,coffee
152,2019-07-31 11:46:24,coffee
1,2019-07-31 11:50:05,ice cream
66,2019-07-31 11:53:05,coffee
5,2019-07-31 12:01:17,coffee
35,2019-07-31 12:01:56,coffee
49,2019-07-31 12:04:59,coffee
142,2019-07-31 12:07:32,coffee
123,2019-07-31 12:08:39,coffee
102,2019-07-31 12:10:53,coffee
47,2019-07-31 12:12:42,soda
103,2019-07-31 12:12:54,coffee
37,2019-07-31 12:13:12,coffee
151,2019-07-31 12:20:25,coffee
126,2019-07-31 12:20:30,coffee
120,2019-07-31 12:23:47,coffee
91,2019-07-31 12:28:50,coffee
56,2019-07-31 12:30:28,coffee
109,2019-07-31 12:35:04,coffee
63,2019-07-31 12:41:32,coffee
4,2019-07-31 12:47:10,ice cream
163,2019-07-31 12:47:30,coffee
7,2019-07-31 12:49:46,coffee
150,2019-07-31 12:50:10,coffee
17,2019-07-31 12:54:39,soda
29,2019-07-31 12:54:50,coffee
122,2019-07-31 12:57:30,coffee
34,2019-07-31 12:57:54,coffee
127,2019-07-31 13:03:20,coffee
15,2019-07-31 13:04:34,coffee
42,2019-07-31 13:04:43,coffee
76,2019-07-31 13:05:23,coffee
20,2019-07-31 13:08:27,coffee
139,2019-07-31 13:10:45,coffee
16,2019-07-31 13:11:16,coffee
0,2019-07-31 13:15:20,ice cream
40,2019-07-31 13:17:54,coffee
41,2019-07-31 13:20:13,soda
3,2019-07-31 13:20:33,ice cream
46,2019-07-31 13:24:01,soda
5,2019-07-31 13:36:02,ice cream
11,2019-07-31 13:51:19,soda
116,2019-07-31 13:51:28,coffee
43,2019-07-31 13:52:43,coffee
11,2019-07-31 13:54:57,ice cream
62,2019-07-31 13:56:19,coffee
71,2019-07-31 13:56:57,coffee
8,2019-07-31 14:02:13,coffee
133,2019-07-31 14:03:38,coffee
4,2019-07-31 14:05:07,hot chocolate
26,2019-07-31 14:15:08,coffee
12,2019-07-31 14:15:18,ice cream
13,2019-07-31 14:18:19,coffee
131,2019-07-31 14:20:56,coffee
153,2019-07-31 14:22:42,coffee
33,2019-07-31 14:32:42,soda
7,2019-07-31 14:38:26,ice cream
149,2019-07-31 14:39:01,coffee
41,2019-07-31 14:55:04,coffee
43,2019-07-31 14:55:33,soda
128,2019-07-31 15:02:01,coffee
60,2019-07-31 15:06:32,coffee
2,2019-07-31 15:07:49,ice cream
0,2019-07-31 15:10:47,hot chocolate
38,2019-07-31 15:13:19,soda
114,2019-07-31 15:15:38,coffee
5,2019-07-31 15:22:08,hot chocolate
0,2019-07-31 15:31:01,soda
28,2019-07-31 15:32:34,coffee
140,2019-07-31 15:42:06,coffee
10,2019-07-31 15:43:07,ice cream
119,2019-07-31 15:49:31,coffee
9,2019-07-31 15:53:41,coffee
6,2019-07-31 15:54:38,hot chocolate
79,2019-07-31 16:16:09,coffee
95,2019-07-31 16:17:04,coffee
9,2019-07-31 16:20:17,soda
21,2019-07-31 16:29:44,coffee
1,2019-07-31 16:32:56,soda
8,2019-07-31 16:36:51,ice cream
1,2019-07-31 17:07:12,hot chocolate
146,2019-07-31 17:18:35,coffee
6,2019-07-31 17:25:47,soda
1,2019-07-31 17:28:17,coffee
93,2019-07-31 17:30:13,coffee
144,2019-07-31 17:36:59,coffee
73,2019-07-31 17:44:19,coffee
45,2019-07-31 17:49:34,soda
8,2019-07-31 17:50:31,soda
9,2019-07-31 18:08:04,ice cream
49,2019-07-31 18:10:53,soda
3,2019-07-31 18:25:55,hot chocolate
42,2019-07-31 18:28:32,soda
9,2019-08-01 08:01:17,coffee
76,2019-08-01 08:02:15,coffee
25,2019-08-01 08:05:15,soda
0,2019-08-01 08:06:36,soda
6,2019-08-01 08:07:30,soda
11,2019-08-01 08:10:46,coffee
28,2019-08-01 08:15:42,coffee
34,2019-08-01 08:16:07,coffee
117,2019-08-01 08:16:21,coffee
94,2019-08-01 08:18:04,coffee
54,2019-08-01 08:22:41,coffee
149,2019-08-01 08:24:15,coffee
38,2019-08-01 08:25:33,coffee
99,2019-08-01 08:32:13,coffee
7,2019-08-01 08:37:02,ice cream
3,2019-08-01 08:40:08,soda
45,2019-08-01 08:42:01,coffee
84,2019-08-01 08:42:47,coffee
40,2019-08-01 08:44:00,coffee
73,2019-08-01 08:52:49,coffee
114,2019-08-01 08:53:57,coffee
46,2019-08-01 09:01:55,soda
42,2019-08-01 09:05:38,soda
116,2019-08-01 09:06:52,coffee
82,2019-08-01 09:10:01,coffee
75,2019-08-01 09:14:34,coffee
48,2019-08-01 09:15:30,coffee
46,2019-08-01 09:17:46,coffee
156,2019-08-01 09:19:40,coffee
132,2019-08-01 09:21:32,coffee
80,2019-08-01 09:24:14,coffee
148,2019-08-01 09:26:21,coffee
44,2019-08-01 09:28:10,coffee
8,2019-08-01 09:37:24,soda
27,2019-08-01 09:42:10,coffee
160,2019-08-01 09:43:13,coffee
101,2019-08-01 09:48:37,coffee
88,2019-08-01 09:48:39,coffee
49,2019-08-01 09:52:09,soda
128,2019-08-01 09:53:35,coffee
65,2019-08-01 09:57:15,coffee
52,2019-08-01 10:04:38,coffee
147,2019-08-01 10:10:12,coffee
127,2019-08-01 10:13:46,coffee
93,2019-08-01 10:15:32,coffee
51,2019-08-01 10:17:48,coffee
95,2019-08-01 10:18:06,coffee
30,2019-08-01 10:20:55,soda
58,2019-08-01 10:23:56,coffee
118,2019-08-01 10:24:18,coffee
153,2019-08-01 10:28:03,coffee
14,2019-08-01 10:38:03,soda
97,2019-08-01 10:45:18,coffee
42,2019-08-01 10:51:02,coffee
169,2019-08-01 10:58:06,coffee
168,2019-08-01 11:06:53,coffee
96,2019-08-01 11:10:23,coffee
1,2019-08-01 11:12:32,coffee
12,2019-08-01 11:13:56,ice cream
162,2019-08-01 11:29:44,coffee
158,2019-08-01 11:42:52,coffee
98,2019-08-01 11:43:21,coffee
23,2019-08-01 11:46:42,soda
129,2019-08-01 11:48:09,coffee
2,2019-08-01 11:50:20,coffee
25,2019-08-01 11:50:51,coffee
15,2019-08-01 11:51:04,coffee
22,2019-08-01 11:53:58,soda
39,2019-08-01 11:55:03,soda
12,2019-08-01 11:55:53,coffee
57,2019-08-01 11:56:03,coffee
20,2019-08-01 11:56:16,coffee
146,2019-08-01 11:57:06,coffee
154,2019-08-01 11:59:24,coffee
19,2019-08-01 12:00:08,soda
7,2019-08-01 12:02:46,coffee
121,2019-08-01 12:02:52,coffee
167,2019-08-01 12:09:09,coffee
17,2019-08-01 12:15:02,coffee
83,2019-08-01 12:15:57,coffee
144,2019-08-01 12:19:00,coffee
81,2019-08-01 12:20:35,coffee
4,2019-08-01 12:27:05,coffee
18,2019-08-01 12:31:24,ice cream
55,2019-08-01 12:32:14,soda
53,2019-08-01 12:33:51,coffee
64,2019-08-01 12:33:59,coffee
87,2019-08-01 12:38:32,coffee
50,2019-08-01 12:48:47,coffee
47,2019-08-01 12:49:28,coffee
79,2019-08-01 12:52:03,coffee
6,2019-08-01 12:55:10,ice cream
134,2019-08-01 12:56:32,coffee
161,2019-08-01 12:58:11,coffee
41,2019-08-01 13:05:41,coffee
33,2019-08-01 13:07:46,coffee
71,2019-08-01 13:13:30,coffee
91,2019-08-01 13:15:01,coffee
0,2019-08-01 13:20:03,ice cream
157,2019-08-01 13:20:57,coffee
90,2019-08-01 13:22:34,coffee
110,2019-08-01 13:23:33,coffee
12,2019-08-01 13:23:41,soda
122,2019-08-01 13:27:15,coffee
35,2019-08-01 13:34:46,soda
131,2019-08-01 13:42:32,coffee
9,2019-08-01 13:43:31,ice cream
5,2019-08-01 13:43:50,soda
145,2019-08-01 13:44:27,coffee
18,2019-08-01 13:46:41,coffee
14,2019-08-01 13:47:31,coffee
171,2019-08-01 13:49:10,coffee
4,2019-08-01 13:52:22,ice cream
100,2019-08-01 14:03:45,coffee
103,2019-08-01 14:14:41,coffee
142,2019-08-01 14:18:14,coffee
136,2019-08-01 14:22:06,coffee
78,2019-08-01 14:24:56,coffee
3,2019-08-01 14:33:47,hot chocolate
48,2019-08-01 14:38:24,soda
16,2019-08-01 14:44:31,soda
31,2019-08-01 14:48:59,coffee
102,2019-08-01 14:50:57,coffee
77,2019-08-01 15:00:56,coffee
13,2019-08-01 15:06:10,ice cream
38,2019-08-01 15:09:28,soda
10,2019-08-01 15:11:12,ice cream
18,2019-08-01 15:19:07,soda
43,2019-08-01 15:20:16,coffee
8,2019-08-01 15:21:01,ice cream
51,2019-08-01 15:32:17,soda
2,2019-08-01 15:33:10,ice cream
50,2019-08-01 15:39:34,soda
14,2019-08-01 15:41:53,ice cream
166,2019-08-01 15:43:19,coffee
26,2019-08-01 15:43:39,coffee
108,2019-08-01 15:51:20,coffee
1,2019-08-01 16:02:35,hot chocolate
68,2019-08-01 16:04:18,coffee
5,2019-08-01 16:04:34,coffee
52,2019-08-01 16:26:17,soda
30,2019-08-01 16:39:46,coffee
17,2019-08-01 16:42:41,ice cream
20,2019-08-01 16:45:08,soda
2,2019-08-01 16:45:25,soda
33,2019-08-01 16:49:32,soda
0,2019-08-01 16:53:18,hot chocolate
113,2019-08-01 17:00:43,coffee
10,2019-08-01 17:01:07,soda
10,2019-08-01 17:07:25,coffee
150,2019-08-01 17:10:31,coffee
40,2019-08-01 17:11:26,soda
11,2019-08-01 17:14:36,soda
49,2019-08-01 17:17:52,coffee
4,2019-08-01 17:35:24,hot chocolate
15,2019-08-01 17:49:28,ice cream
19,2019-08-01 18:05:41,coffee
16,2019-08-01 18:07:52,ice cream
1,2019-08-01 18:11:43,ice cream
21,2019-08-01 18:41:37,soda
41,2019-08-01 18:53:55,soda
4,2019-08-02 08:01:51,coffee
115,2019-08-02 08:08:49,coffee
130,2019-08-02 08:11:58,coffee
104,2019-08-02 08:21:18,coffee
3,2019-08-02 08:25:03,ice cream
30,2019-08-02 08:28:09,soda
174,2019-08-02 08:31:04,coffee
3,2019-08-02 08:31:32,hot chocolate
165,2019-08-02 08:38:37,coffee
4,2019-08-02 08:40:48,soda
70,2019-08-02 08:40:51,coffee
9,2019-08-02 08:41:08,ice cream
163,2019-08-02 08:43:18,coffee
157,2019-08-02 08:44:26,coffee
40,2019-08-02 08:49:11,coffee
125,2019-08-02 08:52:40,coffee
78,2019-08-02 08:53:51,coffee
47,2019-08-02 08:58:26,soda
111,2019-08-02 09:04:19,coffee
28,2019-08-02 09:05:02,soda
2,2019-08-02 09:16:21,hot chocolate
34,2019-08-02 09:19:57,coffee
24,2019-08-02 09:19:57,coffee
35,2019-08-02 09:21:54,soda
129,2019-08-02 09:32:20,coffee
64,2019-08-02 09:35:30,coffee
13,2019-08-02 09:37:30,coffee
13,2019-08-02 09:38:34,ice cream
1,2019-08-02 09:40:01,coffee
100,2019-08-02 09:43:43,coffee
167,2019-08-02 09:44:59,coffee
32,2019-08-02 09:45:14,soda
169,2019-08-02 09:51:22,coffee
178,2019-08-02 09:52:08,coffee
67,2019-08-02 09:55:17,coffee
91,2019-08-02 09:55:32,coffee
41,2019-08-02 09:55:37,coffee
42,2019-08-02 09:55:56,coffee
166,2019-08-02 10:00:02,coffee
90,2019-08-02 10:03:39,coffee
46,2019-08-02 10:03:49,soda
73,2019-08-02 10:04:46,coffee
9,2019-08-02 10:05:25,soda
144,2019-08-02 10:08:07,coffee
113,2019-08-02 10:08:35,coffee
69,2019-08-02 10:13:41,coffee
48,2019-08-02 10:17:31,coffee
18,2019-08-02 10:22:19,coffee
171,2019-08-02 10:22:26,coffee
103,2019-08-02 10:24:36,coffee
131,2019-08-02 10:27:29,coffee
31,2019-08-02 10:27:57,soda
45,2019-08-02 10:28:51,soda
135,2019-08-02 10:32:13,coffee
52,2019-08-02 10:32:42,coffee
138,2019-08-02 10:33:09,coffee
81,2019-08-02 10:37:18,coffee
76,2019-08-02 10:42:42,coffee
29,2019-08-02 10:46:08,coffee
13,2019-08-02 10:53:59,soda
137,2019-08-02 11:00:18,coffee
27,2019-08-02 11:01:05,coffee
127,2019-08-02 11:01:35,coffee
122,2019-08-02 11:06:43,coffee
162,2019-08-02 11:07:21,coffee
116,2019-08-02 11:15:21,coffee
18,2019-08-02 11:20:55,ice cream
16,2019-08-02 11:24:22,coffee
136,2019-08-02 11:26:52,coffee
46,2019-08-02 11:28:03,coffee
23,2019-08-02 11:28:35,coffee
45,2019-08-02 11:31:22,coffee
87,2019-08-02 11:34:17,coffee
17,2019-08-02 11:35:50,coffee
164,2019-08-02 11:37:48,coffee
29,2019-08-02 11:38:09,soda
8,2019-08-02 11:38:38,coffee
6,2019-08-02 11:38:47,soda
176,2019-08-02 11:45:40,coffee
143,2019-08-02 11:49:59,coffee
3,2019-08-02 11:50:22,coffee
11,2019-08-02 11:51:24,coffee
170,2019-08-02 11:53:01,coffee
44,2019-08-02 11:58:31,soda
61,2019-08-02 12:03:38,coffee
27,2019-08-02 12:04:17,soda
120,2019-08-02 12:05:05,coffee
148,2019-08-02 12:05:07,coffee
146,2019-08-02 12:05:26,coffee
20,2019-08-02 12:11:24,ice cream
168,2019-08-02 12:12:14,coffee
2,2019-08-02 12:12:22,coffee
10,2019-08-02 12:12:55,coffee
153,2019-08-02 12:13:08,coffee
156,2019-08-02 12:21:18,coffee
99,2019-08-02 12:23:20,coffee
172,2019-08-02 12:25:02,coffee
107,2019-08-02 12:27:18,coffee
25,2019-08-02 12:27:56,soda
35,2019-08-02 12:30:12,coffee
54,2019-08-02 12:30:42,coffee
62,2019-08-02 12:35:41,coffee
2,2019-08-02 12:35:45,ice cream
26,2019-08-02 12:37:52,soda
23,2019-08-02 12:39:49,soda
149,2019-08-02 12:41:13,coffee
37,2019-08-02 12:42:37,coffee
51,2019-08-02 12:56:37,coffee
161,2019-08-02 12:57:54,coffee
175,2019-08-02 12:59:06,coffee
15,2019-08-02 13:00:40,coffee
4,2019-08-02 13:05:11,ice cream
118,2019-08-02 13:07:50,coffee
15,2019-08-02 13:09:16,soda
68,2019-08-02 13:11:59,coffee
43,2019-08-02 13:12:28,soda
11,2019-08-02 13:16:18,soda
50,2019-08-02 13:17:20,soda
26,2019-08-02 13:22:24,coffee
80,2019-08-02 13:23:59,coffee
4,2019-08-02 13:27:25,hot chocolate
6,2019-08-02 13:28:35,ice cream
177,2019-08-02 13:29:52,coffee
150,2019-08-02 13:35:50,coffee
0,2019-08-02 13:36:56,ice cream
7,2019-08-02 13:39:14,ice cream
79,2019-08-02 13:42:48,coffee
75,2019-08-02 13:47:21,coffee
82,2019-08-02 13:47:25,coffee
17,2019-08-02 13:50:25,ice cream
15,2019-08-02 13:51:21,ice cream
119,2019-08-02 13:52:45,coffee
36,2019-08-02 13:53:24,coffee
9,2019-08-02 13:54:37,coffee
40,2019-08-02 13:58:53,soda
22,2019-08-02 13:59:57,coffee
28,2019-08-02 14:01:06,coffee
124,2019-08-02 14:01:46,coffee
92,2019-08-02 14:05:34,coffee
12,2019-08-02 14:06:18,coffee
112,2019-08-02 14:13:23,coffee
106,2019-08-02 14:25:47,coffee
21,2019-08-02 14:36:44,soda
139,2019-08-02 14:41:55,coffee
39,2019-08-02 14:47:03,coffee
152,2019-08-02 14:49:42,coffee
36,2019-08-02 14:51:13,soda
5,2019-08-02 14:55:03,ice cream
6,2019-08-02 14:56:26,coffee
128,2019-08-02 15:06:43,coffee
17,2019-08-02 15:09:21,soda
1,2019-08-02 15:15:24,hot chocolate
43,2019-08-02 15:18:27,coffee
0,2019-08-02 15:20:46,hot chocolate
10,2019-08-02 15:21:35,soda
7,2019-08-02 15:22:10,soda
41,2019-08-02 15:25:21,soda
19,2019-08-02 15:33:40,ice cream
8,2019-08-02 15:35:17,soda
155,2019-08-02 15:39:26,coffee
11,2019-08-02 15:47:09,ice cream
12,2019-08-02 15:51:50,ice cream
154,2019-08-02 15:58:18,coffee
101,2019-08-02 16:08:04,coffee
142,2019-08-02 16:08:44,coffee
8,2019-08-02 16:15:39,ice cream
123,2019-08-02 16:19:33,coffee
74,2019-08-02 16:27:21,coffee
58,2019-08-02 16:35:35,coffee
14,2019-08-02 16:37:27,ice cream
159,2019-08-02 16:47:22,coffee
16,2019-08-02 16:47:28,ice cream
5,2019-08-02 16:50:51,hot chocolate
38,2019-08-02 16:52:42,soda
63,2019-08-02 17:05:56,coffee
1,2019-08-02 17:40:52,ice cream
10,2019-08-02 17:43:37,ice cream
0,2019-08-02 17:57:42,soda
14,2019-08-02 18:06:30,coffee
48,2019-08-02 18:16:41,soda
18,2019-08-02 18:23:54,soda
2,2019-08-02 18:26:44,soda
12,2019-08-02 18:40:04,soda
59,2019-08-02 18:54:31,coffee
55,2019-08-02 18:54:36,coffee
72,2019-08-02 18:57:04,coffee
86,2019-08-03 08:02:43,coffee
18,2019-08-03 08:09:34,coffee
66,2019-08-03 08:11:17,coffee
80,2019-08-03 08:12:15,coffee
33,2019-08-03 08:14:13,soda
29,2019-08-03 08:15:16,coffee
58,2019-08-03 08:17:03,ice cream
28,2019-08-03 08:23:40,coffee
29,2019-08-03 08:24:40,soda
27,2019-08-03 08:25:18,soda
59,2019-08-03 08:30:48,coffee
63,2019-08-03 08:32:24,coffee
42,2019-08-03 08:36:28,soda
105,2019-08-03 08:36:29,coffee
39,2019-08-03 08:36:32,soda
51,2019-08-03 08:44:07,soda
42,2019-08-03 08:48:48,hot chocolate
73,2019-08-03 08:50:01,ice cream
94,2019-08-03 08:50:44,coffee
54,2019-08-03 08:52:19,coffee
52,2019-08-03 08:53:01,soda
