,date,product,machine
6945,2020-12-06 10:46:19,coffee,C
6946,2020-12-06 10:52:27,coffee,A
6947,2020-12-06 10:55:53,soda,A
6948,2020-12-06 11:02:30,coffee,A
6949,2020-12-06 11:08:50,coffee,A
6950,2020-12-06 11:09:56,soda,D
6951,2020-12-06 11:10:27,coffee,A
6952,2020-12-06 11:13:33,coffee,D
6953,2020-12-06 11:22:11,coffee,A
6954,2020-12-06 11:25:36,soda,D
6955,2020-12-06 11:39:11,coffee,B
6956,2020-12-06 11:49:11,soda,C
6957,2020-12-06 11:52:15,coffee,C
6958,2020-12-06 11:56:43,coffee,A
6959,2020-12-06 11:58:17,coffee,D
6960,2020-12-06 12:00:20,soda,C
6961,2020-12-06 12:04:05,coffee,B
6962,2020-12-06 12:10:10,coffee,C
6963,2020-12-06 12:13:55,coffee,C
6964,2020-12-06 12:17:00,soda,C
6965,2020-12-06 12:17:24,coffee,C
6966,2020-12-06 12:20:04,soda,A
6967,2020-12-06 12:29:05,coffee,D
6968,2020-12-06 12:38:30,soda,A
6969,2020-12-06 12:41:01,coffee,C
6970,2020-12-06 12:44:49,soda,A
6971,2020-12-06 12:48:10,soda,C
6972,2020-12-06 12:50:37,soda,B
6973,2020-12-06 12:58:26,coffee,C
6974,2020-12-06 12:59:14,coffee,C
6975,2020-12-06 13:01:49,coffee,C
6976,2020-12-06 13:05:30,coffee,B
6977,2020-12-06 13:08:56,coffee,B
6978,2020-12-06 13:10:13,coffee,A
6979,2020-12-06 13:11:37,soda,A
6980,2020-12-06 13:14:45,soda,C
6981,2020-12-06 13:17:55,coffee,D
6982,2020-12-06 13:23:33,coffee,B
6983,2020-12-06 13:29:17,soda,A
6984,2020-12-06 13:35:00,coffee,A
6985,2020-12-06 13:41:57,soda,B
6986,2020-12-06 13:43:20,coffee,B
6987,2020-12-06 13:50:10,coffee,B
6988,2020-12-06 13:51:41,soda,A
6989,2020-12-06 13:52:24,nrj,A
6990,2020-12-06 13:56:29,soda,D
6991,2020-12-06 14:01:12,coffee,A
6992,2020-12-06 14:02:43,soda,B
6993,2020-12-06 14:05:12,soda,A
6994,2020-12-06 14:21:40,coffee,C
6995,2020-12-06 14:24:43,coffee,B
6996,2020-12-06 14:37:06,coffee,C
6997,2020-12-06 14:40:56,coffee,D
6998,2020-12-06 14:49:03,soda,D
6999,2020-12-06 14:54:11,coffee,C
7000,2020-12-06 14:58:51,coffee,A
7001,2020-12-06 15:00:39,coffee,B
7002,2020-12-06 15:02:35,coffee,A
7003,2020-12-06 15:06:50,coffee,A
7004,2020-12-06 15:11:14,coffee,D
7005,2020-12-06 15:12:40,soda,C
7006,2020-12-06 15:14:00,coffee,A
7007,2020-12-06 15:15:16,soda,D
7008,2020-12-06 15:24:44,coffee,D
7009,2020-12-06 15:37:00,soda,D
7010,2020-12-06 15:40:36,soda,D
7011,2020-12-06 15:44:00,coffee,C
7012,2020-12-06 15:48:54,soda,D
7013,2020-12-06 15:50:05,nrj,C
7014,2020-12-06 15:54:58,soda,C
7015,2020-12-06 15:58:37,coffee,B
7016,2020-12-06 15:59:54,nrj,A
7017,2020-12-06 16:01:04,coffee,A
7018,2020-12-06 16:19:30,soda,A
7019,2020-12-06 16:29:34,soda,D
7020,2020-12-06 16:31:47,soda,C
7021,2020-12-06 16:39:58,coffee,D
7022,2020-12-06 16:41:20,soda,C
7023,2020-12-06 16:56:44,soda,D
7024,2020-12-06 17:11:52,soda,C
7025,2020-12-06 17:16:50,nrj,D
7026,2020-12-06 17:33:47,nrj,A
7027,2020-12-06 17:47:19,soda,A
7028,2020-12-06 17:51:06,soda,D
7029,2020-12-06 17:53:49,soda,B
7030,2020-12-06 18:01:37,nrj,D
7031,2020-12-06 18:16:58,soda,D
7032,2020-12-06 18:18:30,nrj,D
7033,2020-12-06 18:37:27,coffee,C
7034,2020-12-06 18:45:30,nrj,A
7035,2020-12-06 18:46:42,nrj,C
7036,2020-12-06 18:48:50,nrj,A
7037,2020-12-06 18:58:45,soda,C
7038,2020-12-06 19:06:38,coffee,A
7039,2020-12-06 19:23:44,soda,A
7040,2020-12-06 19:25:03,nrj,D
7041,2020-12-06 19:43:27,nrj,C
7042,2020-12-06 19:44:34,soda,D
7043,2020-12-06 19:51:03,nrj,D
7044,2020-12-06 19:53:38,soda,C
7045,2020-12-06 20:10:49,soda,B
7046,2020-12-06 20:15:13,soda,A
7047,2020-12-06 20:16:58,nrj,A
7048,2020-12-06 20:34:57,nrj,A
7049,2020-12-06 20:44:51,nrj,A
7050,2020-12-06 20:46:54,nrj,D
7051,2020-12-06 20:58:06,soda,A
7052,2020-12-06 21:20:09,soda,C
7053,2020-12-06 21:28:03,soda,B
7054,2020-12-06 21:34:54,nrj,C
7055,2020-12-06 21:38:21,coffee,A
7056,2020-12-06 21:39:40,nrj,A
7057,2020-12-06 21:46:35,soda,A
7058,2020-12-06 21:49:44,nrj,C
7059,2020-12-06 22:02:32,nrj,C
7060,2020-12-06 22:17:14,nrj,C
7061,2020-12-06 22:17:49,soda,C
7062,2020-12-06 22:28:49,soda,A
7063,2020-12-06 23:13:30,soda,A
7064,2020-12-06 23:55:25,nrj,C
7065,2020-12-07 00:05:06,coffee,B
7066,2020-12-07 00:06:36,soda,B
7067,2020-12-07 00:09:59,coffee,C
7068,2020-12-07 00:18:36,soda,A
7069,2020-12-07 00:31:49,soda,D
7070,2020-12-07 00:39:06,coffee,B
7071,2020-12-07 01:01:01,nrj,C
7072,2020-12-07 01:01:02,soda,B
7073,2020-12-07 01:21:17,soda,C
7074,2020-12-07 01:35:02,soda,C
7075,2020-12-07 01:43:27,coffee,D
7076,2020-12-07 01:52:27,coffee,D
7077,2020-12-07 01:58:00,coffee,B
7078,2020-12-07 05:00:04,coffee,B
7079,2020-12-07 05:01:15,coffee,A
7080,2020-12-07 05:03:24,coffee,C
7081,2020-12-07 05:05:30,coffee,C
7082,2020-12-07 05:06:21,coffee,B
7083,2020-12-07 05:08:00,coffee,C
7084,2020-12-07 05:16:28,coffee,B
7085,2020-12-07 05:18:24,coffee,C
7086,2020-12-07 05:20:28,soda,D
7087,2020-12-07 05:21:47,coffee,D
7088,2020-12-07 05:22:12,coffee,B
7089,2020-12-07 05:29:51,coffee,A
7090,2020-12-07 05:31:43,coffee,C
7091,2020-12-07 05:31:59,soda,A
7092,2020-12-07 05:33:36,coffee,D
7093,2020-12-07 05:34:23,coffee,D
7094,2020-12-07 05:36:30,coffee,B
7095,2020-12-07 05:45:31,coffee,B
7096,2020-12-07 05:46:14,coffee,A
7097,2020-12-07 05:46:20,coffee,A
7098,2020-12-07 05:51:45,soda,C
7099,2020-12-07 05:53:30,coffee,C
7100,2020-12-07 05:58:22,soda,A
7101,2020-12-07 06:02:13,soda,B
7102,2020-12-07 06:03:34,coffee,D
7103,2020-12-07 06:05:17,coffee,D
7104,2020-12-07 06:05:54,soda,A
7105,2020-12-07 06:06:18,coffee,B
7106,2020-12-07 06:11:14,coffee,B
7107,2020-12-07 06:11:54,coffee,D
7108,2020-12-07 06:12:42,coffee,D
7109,2020-12-07 06:14:23,coffee,B
7110,2020-12-07 06:17:01,coffee,D
7111,2020-12-07 06:17:58,coffee,B
7112,2020-12-07 06:20:26,coffee,D
7113,2020-12-07 06:23:29,coffee,D
7114,2020-12-07 06:25:05,coffee,A
7115,2020-12-07 06:32:14,coffee,B
7116,2020-12-07 06:34:46,coffee,A
7117,2020-12-07 06:35:42,coffee,D
7118,2020-12-07 06:37:05,soda,D
7119,2020-12-07 06:37:37,coffee,A
7120,2020-12-07 06:39:01,coffee,C
7121,2020-12-07 06:39:07,coffee,A
7122,2020-12-07 06:39:45,coffee,D
7123,2020-12-07 06:40:54,coffee,C
7124,2020-12-07 06:44:38,coffee,D
7125,2020-12-07 06:47:01,soda,A
7126,2020-12-07 06:49:08,coffee,B
7127,2020-12-07 06:53:39,coffee,A
7128,2020-12-07 06:55:16,coffee,B
7129,2020-12-07 06:59:14,coffee,A
7130,2020-12-07 06:59:58,coffee,B
7131,2020-12-07 07:00:51,soda,C
7132,2020-12-07 07:05:49,soda,D
7133,2020-12-07 07:15:19,coffee,B
7134,2020-12-07 07:17:01,coffee,B
7135,2020-12-07 07:17:03,coffee,C
7136,2020-12-07 07:17:35,coffee,B
7137,2020-12-07 07:25:56,coffee,B
7138,2020-12-07 07:27:38,coffee,B
7139,2020-12-07 07:27:58,soda,C
7140,2020-12-07 07:28:58,coffee,A
7141,2020-12-07 07:29:13,coffee,B
7142,2020-12-07 07:34:26,coffee,B
7143,2020-12-07 07:40:32,coffee,A
7144,2020-12-07 07:41:08,soda,D
7145,2020-12-07 07:42:08,soda,B
7146,2020-12-07 07:46:04,coffee,B
7147,2020-12-07 07:48:04,coffee,A
7148,2020-12-07 07:48:13,coffee,B
7149,2020-12-07 07:50:07,coffee,B
7150,2020-12-07 07:51:06,soda,D
7151,2020-12-07 07:52:10,soda,B
7152,2020-12-07 07:53:21,coffee,A
7153,2020-12-07 07:54:48,coffee,D
7154,2020-12-07 07:54:56,coffee,B
7155,2020-12-07 07:55:56,coffee,B
7156,2020-12-07 07:56:38,coffee,C
7157,2020-12-07 07:58:09,coffee,C
7158,2020-12-07 07:59:55,coffee,D
7159,2020-12-07 08:01:14,coffee,D
7160,2020-12-07 08:01:14,coffee,B
7161,2020-12-07 08:04:51,coffee,D
7162,2020-12-07 08:13:15,coffee,D
7163,2020-12-07 08:17:18,coffee,C
7164,2020-12-07 08:18:49,coffee,C
7165,2020-12-07 08:24:52,coffee,C
7166,2020-12-07 08:26:22,coffee,A
7167,2020-12-07 08:26:44,coffee,B
7168,2020-12-07 08:26:56,coffee,C
7169,2020-12-07 08:30:30,coffee,D
7170,2020-12-07 08:31:25,coffee,C
7171,2020-12-07 08:33:26,coffee,D
7172,2020-12-07 08:33:28,coffee,D
7173,2020-12-07 08:34:01,coffee,D
7174,2020-12-07 08:34:36,coffee,B
7175,2020-12-07 08:35:54,coffee,C
7176,2020-12-07 08:40:07,coffee,C
7177,2020-12-07 08:42:56,coffee,B
7178,2020-12-07 08:43:26,coffee,B
7179,2020-12-07 08:46:10,coffee,A
7180,2020-12-07 08:46:38,soda,B
7181,2020-12-07 08:47:02,coffee,D
7182,2020-12-07 08:47:57,coffee,A
7183,2020-12-07 08:48:11,coffee,A
7184,2020-12-07 08:48:17,coffee,D
7185,2020-12-07 08:51:53,coffee,A
7186,2020-12-07 08:52:58,coffee,A
7187,2020-12-07 08:55:27,coffee,C
7188,2020-12-07 08:58:48,soda,B
7189,2020-12-07 09:02:08,coffee,C
7190,2020-12-07 09:05:30,coffee,C
7191,2020-12-07 09:09:15,coffee,D
7192,2020-12-07 09:09:58,coffee,B
7193,2020-12-07 09:11:59,coffee,A
7194,2020-12-07 09:17:08,coffee,B
7195,2020-12-07 09:22:57,soda,A
7196,2020-12-07 09:28:32,coffee,D
7197,2020-12-07 09:33:37,coffee,B
7198,2020-12-07 09:37:15,coffee,D
7199,2020-12-07 09:37:29,coffee,B
7200,2020-12-07 09:37:42,soda,C
7201,2020-12-07 09:38:51,coffee,C
7202,2020-12-07 09:38:52,soda,D
7203,2020-12-07 09:41:24,coffee,A
7204,2020-12-07 09:41:54,coffee,D
7205,2020-12-07 09:42:28,coffee,D
7206,2020-12-07 09:43:20,coffee,A
7207,2020-12-07 09:44:13,coffee,B
7208,2020-12-07 09:44:14,coffee,A
7209,2020-12-07 09:46:34,coffee,A
7210,2020-12-07 09:46:36,coffee,A
7211,2020-12-07 09:48:07,coffee,B
7212,2020-12-07 09:48:27,soda,B
7213,2020-12-07 09:49:01,soda,A
7214,2020-12-07 09:49:19,coffee,C
7215,2020-12-07 09:51:10,coffee,A
7216,2020-12-07 09:51:33,coffee,B
7217,2020-12-07 09:53:13,coffee,A
7218,2020-12-07 09:53:57,coffee,A
7219,2020-12-07 09:55:20,coffee,B
7220,2020-12-07 09:56:13,coffee,C
7221,2020-12-07 09:56:51,coffee,D
7222,2020-12-07 09:58:30,coffee,D
7223,2020-12-07 10:01:27,coffee,D
7224,2020-12-07 10:01:57,coffee,C
7225,2020-12-07 10:02:16,soda,A
7226,2020-12-07 10:02:18,soda,B
7227,2020-12-07 10:02:46,coffee,A
7228,2020-12-07 10:03:13,coffee,D
7229,2020-12-07 10:04:07,coffee,D
7230,2020-12-07 10:08:09,coffee,B
7231,2020-12-07 10:09:09,coffee,C
7232,2020-12-07 10:09:26,coffee,D
7233,2020-12-07 10:10:33,soda,A
7234,2020-12-07 10:10:34,coffee,C
7235,2020-12-07 10:14:09,coffee,B
7236,2020-12-07 10:15:34,coffee,D
7237,2020-12-07 10:16:29,coffee,A
7238,2020-12-07 10:17:28,coffee,C
7239,2020-12-07 10:19:15,soda,B
7240,2020-12-07 10:20:34,coffee,C
7241,2020-12-07 10:22:01,coffee,D
7242,2020-12-07 10:23:19,coffee,B
7243,2020-12-07 10:25:19,coffee,B
7244,2020-12-07 10:25:36,coffee,A
7245,2020-12-07 10:25:58,coffee,B
7246,2020-12-07 10:27:25,coffee,C
7247,2020-12-07 10:28:35,coffee,A
7248,2020-12-07 10:29:03,coffee,C
7249,2020-12-07 10:29:25,coffee,D
7250,2020-12-07 10:29:32,coffee,B
7251,2020-12-07 10:32:18,coffee,B
7252,2020-12-07 10:32:45,coffee,A
7253,2020-12-07 10:34:09,coffee,C
7254,2020-12-07 10:37:15,coffee,B
7255,2020-12-07 10:38:10,coffee,B
7256,2020-12-07 10:39:07,coffee,A
7257,2020-12-07 10:39:08,coffee,B
7258,2020-12-07 10:41:47,coffee,A
7259,2020-12-07 10:41:49,soda,C
7260,2020-12-07 10:41:52,coffee,D
7261,2020-12-07 10:43:30,coffee,C
7262,2020-12-07 10:46:36,coffee,B
7263,2020-12-07 10:48:50,coffee,C
7264,2020-12-07 10:50:00,coffee,C
7265,2020-12-07 10:51:29,coffee,C
7266,2020-12-07 10:55:47,coffee,C
7267,2020-12-07 10:58:05,coffee,A
7268,2020-12-07 10:59:11,soda,B
7269,2020-12-07 10:59:12,coffee,A
7270,2020-12-07 10:59:40,coffee,A
7271,2020-12-07 10:59:43,coffee,B
7272,2020-12-07 11:00:56,coffee,A
7273,2020-12-07 11:02:07,coffee,D
7274,2020-12-07 11:04:04,soda,B
7275,2020-12-07 11:04:34,soda,D
7276,2020-12-07 11:07:17,coffee,D
7277,2020-12-07 11:07:59,soda,D
7278,2020-12-07 11:07:59,coffee,D
7279,2020-12-07 11:09:43,coffee,C
7280,2020-12-07 11:10:52,coffee,D
7281,2020-12-07 11:12:37,coffee,D
7282,2020-12-07 11:21:15,coffee,A
7283,2020-12-07 11:21:27,coffee,C
7284,2020-12-07 11:21:51,coffee,C
7285,2020-12-07 11:22:44,coffee,A
7286,2020-12-07 11:30:20,coffee,B
7287,2020-12-07 11:34:46,coffee,B
7288,2020-12-07 11:36:58,coffee,D
7289,2020-12-07 11:38:05,coffee,C
7290,2020-12-07 11:38:24,coffee,D
7291,2020-12-07 11:40:38,coffee,C
7292,2020-12-07 11:40:52,coffee,A
7293,2020-12-07 11:42:46,coffee,A
7294,2020-12-07 11:43:26,coffee,D
7295,2020-12-07 11:44:29,coffee,B
7296,2020-12-07 11:45:21,coffee,B
7297,2020-12-07 11:45:29,coffee,A
7298,2020-12-07 11:47:06,coffee,B
7299,2020-12-07 11:47:11,coffee,C
7300,2020-12-07 11:49:38,coffee,C
7301,2020-12-07 11:49:43,coffee,A
7302,2020-12-07 11:49:44,coffee,D
7303,2020-12-07 11:53:25,coffee,D
7304,2020-12-07 11:55:37,soda,A
7305,2020-12-07 11:55:43,coffee,D
7306,2020-12-07 11:59:40,soda,D
7307,2020-12-07 12:00:39,coffee,B
7308,2020-12-07 12:03:28,coffee,B
7309,2020-12-07 12:04:18,coffee,B
7310,2020-12-07 12:07:24,coffee,D
7311,2020-12-07 12:07:41,soda,B
7312,2020-12-07 12:20:29,coffee,B
7313,2020-12-07 12:23:17,soda,B
7314,2020-12-07 12:29:56,coffee,C
7315,2020-12-07 12:30:18,coffee,A
7316,2020-12-07 12:31:36,coffee,B
7317,2020-12-07 12:34:04,coffee,B
7318,2020-12-07 12:34:09,soda,A
7319,2020-12-07 12:34:21,soda,D
7320,2020-12-07 12:35:11,soda,C
7321,2020-12-07 12:39:58,coffee,A
7322,2020-12-07 12:41:22,coffee,D
7323,2020-12-07 12:43:01,coffee,C
7324,2020-12-07 12:44:12,coffee,D
7325,2020-12-07 12:44:48,coffee,B
7326,2020-12-07 12:45:53,coffee,B
7327,2020-12-07 12:49:09,soda,D
7328,2020-12-07 12:52:23,coffee,D
7329,2020-12-07 12:53:13,coffee,D
7330,2020-12-07 12:53:17,coffee,D
7331,2020-12-07 12:55:06,coffee,A
7332,2020-12-07 12:57:33,soda,C
7333,2020-12-07 12:58:48,soda,B
7334,2020-12-07 13:01:52,coffee,A
7335,2020-12-07 13:05:47,soda,A
7336,2020-12-07 13:06:24,coffee,D
7337,2020-12-07 13:06:47,coffee,D
7338,2020-12-07 13:07:51,coffee,A
7339,2020-12-07 13:08:32,soda,C
7340,2020-12-07 13:13:10,soda,C
7341,2020-12-07 13:14:49,coffee,A
7342,2020-12-07 13:15:06,coffee,B
7343,2020-12-07 13:21:34,soda,A
7344,2020-12-07 13:23:56,coffee,D
7345,2020-12-07 13:33:47,coffee,B
7346,2020-12-07 13:37:14,coffee,D
7347,2020-12-07 13:37:17,coffee,A
7348,2020-12-07 13:41:06,coffee,A
7349,2020-12-07 13:42:29,coffee,C
7350,2020-12-07 13:43:47,soda,B
7351,2020-12-07 13:45:08,coffee,B
7352,2020-12-07 13:47:50,soda,C
7353,2020-12-07 13:48:30,coffee,C
7354,2020-12-07 13:48:43,soda,D
7355,2020-12-07 13:51:47,coffee,D
7356,2020-12-07 13:55:49,coffee,D
7357,2020-12-07 13:57:49,coffee,C
7358,2020-12-07 13:58:59,coffee,B
7359,2020-12-07 14:01:17,coffee,A
7360,2020-12-07 14:01:22,soda,A
7361,2020-12-07 14:02:55,coffee,D
7362,2020-12-07 14:04:55,coffee,C
7363,2020-12-07 14:06:18,coffee,A
7364,2020-12-07 14:07:26,coffee,D
7365,2020-12-07 14:08:13,coffee,A
7366,2020-12-07 14:09:09,coffee,D
7367,2020-12-07 14:10:26,coffee,D
7368,2020-12-07 14:20:52,coffee,B
7369,2020-12-07 14:21:51,coffee,C
7370,2020-12-07 14:22:38,coffee,A
7371,2020-12-07 14:25:22,soda,A
7372,2020-12-07 14:33:38,soda,B
7373,2020-12-07 14:33:53,soda,A
7374,2020-12-07 14:35:15,coffee,A
7375,2020-12-07 14:37:02,nrj,A
7376,2020-12-07 14:37:35,coffee,B
7377,2020-12-07 14:38:20,coffee,D
7378,2020-12-07 14:43:18,soda,C
7379,2020-12-07 14:46:06,coffee,B
7380,2020-12-07 14:47:20,coffee,A
7381,2020-12-07 14:48:00,coffee,C
7382,2020-12-07 14:48:08,coffee,C
7383,2020-12-07 14:49:51,coffee,D
7384,2020-12-07 14:50:16,nrj,A
7385,2020-12-07 14:53:10,nrj,C
7386,2020-12-07 14:53:42,coffee,D
7387,2020-12-07 14:55:35,coffee,A
7388,2020-12-07 14:57:23,coffee,C
7389,2020-12-07 15:00:43,coffee,D
7390,2020-12-07 15:03:56,coffee,B
7391,2020-12-07 15:14:10,coffee,D
7392,2020-12-07 15:14:32,coffee,A
7393,2020-12-07 15:22:41,coffee,B
7394,2020-12-07 15:23:20,coffee,B
7395,2020-12-07 15:24:54,nrj,C
7396,2020-12-07 15:26:35,coffee,A
7397,2020-12-07 15:35:32,coffee,B
7398,2020-12-07 15:36:10,soda,C
7399,2020-12-07 15:37:24,coffee,B
7400,2020-12-07 15:40:18,soda,D
7401,2020-12-07 15:45:17,coffee,D
7402,2020-12-07 15:46:28,coffee,D
7403,2020-12-07 15:49:21,nrj,C
7404,2020-12-07 15:53:35,coffee,A
7405,2020-12-07 15:55:18,coffee,B
7406,2020-12-07 15:58:12,soda,B
7407,2020-12-07 15:58:30,coffee,B
7408,2020-12-07 16:00:40,coffee,D
7409,2020-12-07 16:07:35,soda,B
7410,2020-12-07 16:11:26,soda,C
7411,2020-12-07 16:14:11,coffee,B
7412,2020-12-07 16:24:17,coffee,B
7413,2020-12-07 16:36:13,coffee,C
7414,2020-12-07 16:36:28,nrj,A
7415,2020-12-07 16:37:28,coffee,B
7416,2020-12-07 16:44:20,coffee,A
7417,2020-12-07 16:45:07,coffee,D
7418,2020-12-07 16:45:19,coffee,D
7419,2020-12-07 16:46:19,coffee,B
7420,2020-12-07 16:47:03,coffee,C
7421,2020-12-07 16:48:13,soda,A
7422,2020-12-07 16:50:36,nrj,A
7423,2020-12-07 16:53:52,nrj,C
7424,2020-12-07 17:22:12,soda,B
7425,2020-12-07 17:23:20,coffee,D
7426,2020-12-07 17:24:05,coffee,B
7427,2020-12-07 17:25:51,soda,C
7428,2020-12-07 17:29:59,coffee,D
7429,2020-12-07 17:30:21,coffee,D
7430,2020-12-07 17:31:30,soda,D
7431,2020-12-07 17:32:12,coffee,D
7432,2020-12-07 17:35:09,coffee,D
7433,2020-12-07 17:38:51,nrj,C
7434,2020-12-07 17:48:13,coffee,B
7435,2020-12-07 17:50:41,soda,C
7436,2020-12-07 18:13:04,coffee,D
7437,2020-12-07 18:27:11,soda,B
7438,2020-12-07 18:28:33,soda,A
7439,2020-12-07 18:29:41,coffee,A
7440,2020-12-07 18:52:53,soda,D
7441,2020-12-07 18:57:18,coffee,B
7442,2020-12-07 19:01:33,coffee,C
7443,2020-12-07 19:12:21,soda,B
7444,2020-12-07 19:12:52,soda,D
7445,2020-12-07 19:24:26,coffee,B
7446,2020-12-07 19:26:54,soda,C
7447,2020-12-07 19:30:35,soda,D
7448,2020-12-07 19:32:22,nrj,A
7449,2020-12-07 19:34:20,soda,D
7450,2020-12-07 19:55:27,coffee,A
7451,2020-12-07 20:08:29,nrj,A
7452,2020-12-07 20:30:30,coffee,D
7453,2020-12-07 20:36:06,soda,A
7454,2020-12-07 20:40:32,nrj,A
7455,2020-12-07 20:47:11,nrj,C
7456,2020-12-07 21:05:57,nrj,C
7457,2020-12-07 21:07:38,nrj,A
7458,2020-12-07 21:08:48,soda,C
7459,2020-12-07 21:19:11,nrj,A
7460,2020-12-07 21:30:26,soda,A
7461,2020-12-07 21:30:34,nrj,C
7462,2020-12-07 21:44:29,coffee,B
7463,2020-12-07 21:47:23,soda,C
7464,2020-12-07 21:52:22,soda,A
7465,2020-12-07 21:52:37,soda,A
7466,2020-12-07 21:56:21,nrj,C
7467,2020-12-07 21:58:32,soda,A
7468,2020-12-07 22:06:38,soda,A
7469,2020-12-07 22:15:25,soda,B
7470,2020-12-07 22:58:45,nrj,C
7471,2020-12-07 23:21:35,nrj,C
7472,2020-12-07 23:23:19,soda,D
7473,2020-12-07 23:27:05,soda,D
7474,2020-12-07 23:28:10,soda,C
7475,2020-12-07 23:28:22,soda,A
7476,2020-12-07 23:30:00,soda,D
7477,2020-12-07 23:41:27,soda,B
7478,2020-12-07 23:51:35,soda,D
7479,2020-12-08 00:02:13,soda,A
7480,2020-12-08 00:24:34,soda,C
7481,2020-12-08 00:28:52,coffee,D
7482,2020-12-08 00:40:59,coffee,B
7483,2020-12-08 00:49:43,coffee,C
7484,2020-12-08 01:06:04,coffee,B
7485,2020-12-08 01:18:29,soda,A
7486,2020-12-08 01:36:51,coffee,B
7487,2020-12-08 01:54:31,coffee,A
7488,2020-12-08 01:56:13,coffee,D
7489,2020-12-08 01:56:54,coffee,A
7490,2020-12-08 05:04:03,coffee,A
7491,2020-12-08 05:04:30,soda,C
7492,2020-12-08 05:07:14,coffee,B
7493,2020-12-08 05:07:34,soda,C
7494,2020-12-08 05:09:03,coffee,A
7495,2020-12-08 05:09:55,coffee,A
7496,2020-12-08 05:12:14,soda,C
7497,2020-12-08 05:26:08,coffee,D
7498,2020-12-08 05:27:34,coffee,D
7499,2020-12-08 05:27:56,coffee,D
7500,2020-12-08 05:28:44,coffee,B
7501,2020-12-08 05:30:40,coffee,C
7502,2020-12-08 05:37:07,coffee,B
7503,2020-12-08 05:41:56,coffee,A
7504,2020-12-08 05:47:55,coffee,D
7505,2020-12-08 05:48:28,coffee,C
7506,2020-12-08 06:01:10,coffee,C
7507,2020-12-08 06:01:42,soda,C
7508,2020-12-08 06:04:57,coffee,A
7509,2020-12-08 06:06:10,coffee,D
7510,2020-12-08 06:17:17,soda,C
7511,2020-12-08 06:17:23,coffee,B
7512,2020-12-08 06:18:06,coffee,C
7513,2020-12-08 06:18:41,coffee,C
7514,2020-12-08 06:20:03,coffee,B
7515,2020-12-08 06:21:52,coffee,C
7516,2020-12-08 06:28:55,coffee,B
7517,2020-12-08 06:29:19,coffee,B
7518,2020-12-08 06:30:47,coffee,A
7519,2020-12-08 06:32:11,coffee,A
7520,2020-12-08 06:40:27,coffee,B
7521,2020-12-08 06:42:05,coffee,B
7522,2020-12-08 06:44:03,coffee,A
7523,2020-12-08 06:45:12,coffee,C
7524,2020-12-08 06:46:13,coffee,B
7525,2020-12-08 06:50:16,coffee,A
7526,2020-12-08 06:52:09,coffee,D
7527,2020-12-08 06:57:10,soda,C
7528,2020-12-08 06:58:44,coffee,D
7529,2020-12-08 07:01:46,coffee,C
7530,2020-12-08 07:01:55,coffee,B
7531,2020-12-08 07:02:14,coffee,A
7532,2020-12-08 07:02:27,coffee,C
7533,2020-12-08 07:04:27,coffee,C
7534,2020-12-08 07:09:15,coffee,C
7535,2020-12-08 07:10:40,coffee,B
7536,2020-12-08 07:12:22,coffee,A
7537,2020-12-08 07:12:49,coffee,D
7538,2020-12-08 07:14:27,coffee,D
7539,2020-12-08 07:17:03,coffee,D
7540,2020-12-08 07:17:46,coffee,D
7541,2020-12-08 07:18:13,coffee,A
7542,2020-12-08 07:21:04,coffee,D
7543,2020-12-08 07:24:48,coffee,B
7544,2020-12-08 07:25:51,coffee,A
7545,2020-12-08 07:29:07,coffee,C
7546,2020-12-08 07:30:49,coffee,A
7547,2020-12-08 07:32:52,coffee,A
7548,2020-12-08 07:35:22,coffee,D
7549,2020-12-08 07:37:48,coffee,B
7550,2020-12-08 07:38:53,coffee,D
7551,2020-12-08 07:45:08,coffee,B
7552,2020-12-08 07:46:06,coffee,D
7553,2020-12-08 07:48:25,coffee,A
7554,2020-12-08 07:48:46,coffee,D
7555,2020-12-08 07:49:38,coffee,C
7556,2020-12-08 07:50:05,coffee,A
7557,2020-12-08 07:50:33,coffee,A
7558,2020-12-08 07:52:04,coffee,D
7559,2020-12-08 07:53:41,coffee,B
7560,2020-12-08 07:54:44,coffee,A
7561,2020-12-08 07:55:34,coffee,D
7562,2020-12-08 08:07:34,coffee,C
7563,2020-12-08 08:09:54,coffee,D
7564,2020-12-08 08:11:09,coffee,A
7565,2020-12-08 08:13:42,coffee,D
7566,2020-12-08 08:17:11,coffee,C
7567,2020-12-08 08:19:16,coffee,C
7568,2020-12-08 08:19:51,coffee,B
7569,2020-12-08 08:20:03,coffee,A
7570,2020-12-08 08:20:35,coffee,D
7571,2020-12-08 08:21:22,coffee,B
7572,2020-12-08 08:21:22,coffee,B
7573,2020-12-08 08:21:56,soda,A
7574,2020-12-08 08:23:50,coffee,D
7575,2020-12-08 08:25:55,coffee,A
7576,2020-12-08 08:26:20,coffee,A
7577,2020-12-08 08:26:23,coffee,A
7578,2020-12-08 08:26:50,coffee,D
7579,2020-12-08 08:31:28,coffee,D
7580,2020-12-08 08:33:05,coffee,D
7581,2020-12-08 08:34:26,coffee,D
7582,2020-12-08 08:37:18,coffee,C
7583,2020-12-08 08:38:33,coffee,A
7584,2020-12-08 08:40:30,coffee,B
7585,2020-12-08 08:40:32,coffee,A
7586,2020-12-08 08:41:25,coffee,D
